ID,age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
386,15,Female,2,3,1,5,2,3,1,5,1,4,5,2,4,2,5,4,5,4,5,2,1,3,1,4,1,5,3,3,3,3,3,1,3,3,2,2,3,1,3,4,4,2,4,3,3,5,3,3,4,2
387,42,Female,1,5,2,5,1,4,1,5,1,5,2,5,4,3,2,1,1,1,1,3,2,5,1,5,1,5,1,5,5,4,5,1,5,1,3,1,5,2,5,4,2,2,4,2,4,2,4,2,4,4
388,54,Male,1,2,1,5,2,4,1,5,2,5,4,1,5,1,5,4,4,5,5,5,2,3,3,4,2,4,3,4,4,3,4,1,5,4,3,2,5,1,5,5,4,4,4,5,4,4,3,4,4,4
389,16,Female,3,2,2,2,2,3,3,1,4,4,2,3,3,4,2,4,1,1,3,4,3,4,1,4,2,3,2,3,4,3,3,1,4,1,3,3,5,3,3,3,2,1,4,3,4,2,4,1,4,4
390,21,Male,1,5,1,5,1,5,1,5,2,5,4,5,5,4,3,1,2,1,1,3,3,2,1,4,5,3,5,4,4,3,4,2,5,4,3,2,3,2,3,4,4,1,5,1,4,1,5,5,5,5
391,17,Female,4,1,5,3,5,1,5,3,3,4,3,3,5,3,3,5,5,5,5,2,2,5,3,5,1,5,1,3,5,5,4,5,2,3,2,5,5,3,2,3,2,3,5,3,4,1,4,2,4,4
392,15,Male,2,3,3,5,3,5,3,4,4,2,4,4,5,1,4,4,2,1,3,5,1,5,3,4,2,5,1,5,5,4,4,5,5,5,2,4,2,3,3,4,4,1,5,1,4,1,4,4,5,5
393,29,Male,2,5,2,5,2,5,1,5,1,5,4,4,5,5,5,2,5,5,5,2,4,2,3,5,5,4,5,2,2,2,4,2,5,1,4,1,5,2,5,5,4,1,5,2,5,1,4,5,5,5
394,25,Male,1,5,1,5,1,4,1,4,1,5,3,2,4,1,3,3,2,3,4,4,4,2,3,4,4,3,4,3,4,2,2,2,4,3,3,2,4,1,3,4,4,1,3,2,3,4,4,4,5,3
395,18,Male,3,3,5,3,4,3,4,3,4,3,3,4,4,3,2,3,2,1,2,2,1,4,1,5,1,3,1,5,5,4,4,3,3,2,2,2,4,1,4,3,2,2,2,4,3,3,4,2,4,3
396,56,Female,3,3,4,3,5,1,4,3,5,2,1,5,1,3,2,2,3,1,2,1,3,4,2,5,1,4,1,4,4,4,5,2,5,2,3,1,5,3,4,4,4,2,5,1,4,1,5,4,3,4
397,14,Female,3,2,3,2,3,2,3,2,4,3,5,3,4,3,4,4,3,3,5,4,4,3,3,4,1,4,2,3,4,2,4,1,4,3,3,2,4,2,4,3,3,2,3,2,2,2,4,2,5,3
398,23,Female,2,4,3,4,3,2,4,4,2,3,4,4,3,3,2,3,3,2,4,2,2,4,2,4,2,4,2,4,4,4,3,3,4,2,2,2,4,3,3,3,4,2,3,2,3,2,4,3,4,3
399,23,Male,1,3,4,4,4,5,3,4,4,5,4,3,4,3,3,3,3,1,4,1,1,4,1,5,2,4,2,5,5,4,4,2,5,1,1,3,5,1,4,4,5,3,5,3,2,1,4,2,5,3
400,21,Female,4,2,4,2,5,2,4,4,2,4,5,3,5,4,2,4,3,3,4,2,5,5,1,5,1,5,2,5,4,5,4,4,5,2,3,5,5,4,5,3,3,2,4,2,4,2,4,2,4,4
401,22,Male,4,2,5,1,4,1,4,3,5,1,3,5,2,3,2,1,2,1,3,3,2,5,1,3,2,3,2,4,4,5,4,1,4,4,2,1,3,3,2,3,4,2,4,2,4,2,5,1,4,4
402,19,Female,1,5,2,4,1,2,2,5,3,5,2,3,5,5,3,3,1,1,3,3,3,2,3,2,4,5,2,3,5,5,5,1,4,1,5,2,5,3,5,5,4,2,3,3,5,4,5,3,3,5
403,19,Male,4,2,4,2,4,2,4,3,2,2,4,3,3,2,1,2,5,3,3,4,1,4,2,4,1,3,2,4,4,3,3,5,3,3,2,4,2,4,2,2,5,1,3,1,4,2,5,4,5,5
404,21,Male,1,5,2,3,3,3,2,5,2,3,4,2,5,1,2,4,1,3,5,5,2,3,2,4,1,2,3,4,4,3,5,1,5,1,3,1,4,2,5,5,5,1,5,1,5,1,5,5,5,5
405,43,Female,4,2,1,4,4,2,4,2,4,2,4,3,5,1,2,2,2,2,2,4,2,4,3,4,2,3,2,4,4,4,5,1,5,2,3,1,5,2,3,4,5,2,2,3,4,3,5,5,4,4
406,17,Female,3,1,2,2,5,1,5,1,3,3,5,1,5,2,5,3,3,3,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,1,2,1,5,4,5,5,5,1,4,1,5,1,3,5,5,5
407,19,Male,1,4,1,4,1,1,2,4,4,5,4,2,4,2,4,3,4,2,5,4,4,4,2,4,5,4,4,2,4,3,3,4,4,3,3,3,5,4,3,3,4,5,5,2,3,1,3,4,5,5
408,25,Female,2,2,3,3,4,3,3,3,3,2,4,3,4,2,3,4,4,3,4,4,1,4,3,5,1,4,2,4,4,4,3,5,2,4,1,5,4,5,1,1,4,2,5,1,4,1,4,4,5,4
409,21,Female,2,1,4,2,5,1,4,1,1,3,1,3,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,5,3,5,4,1,5,1,4,1,2,1,1,3,2,4,5,2,4,1,5,1,4,4
410,18,Female,3,4,3,2,3,3,5,3,2,5,3,2,5,2,1,2,3,3,1,4,5,3,2,5,2,5,2,5,5,3,2,2,5,3,2,4,4,2,2,3,4,2,5,1,5,1,4,2,5,4
411,16,Male,3,3,4,3,3,1,3,3,4,5,2,5,3,1,1,1,1,1,1,1,5,4,2,4,3,3,2,3,3,3,4,1,4,2,2,3,2,3,4,4,2,3,3,3,4,2,3,2,2,4
412,35,Female,3,2,3,2,4,1,3,4,2,3,5,1,5,1,5,5,5,4,5,5,4,4,2,4,3,5,2,3,5,4,2,4,3,5,3,3,4,4,3,3,3,4,3,3,3,3,3,2,5,3
413,18,Female,2,3,4,2,3,1,5,3,3,3,5,1,5,1,5,5,5,4,4,4,1,5,2,5,1,5,1,5,4,4,3,4,5,3,3,4,4,1,3,3,4,2,4,1,5,1,5,3,5,4
414,21,Male,3,3,3,2,4,2,4,4,4,5,1,5,2,5,1,1,2,2,1,4,5,4,2,4,5,5,4,1,4,5,4,5,4,4,2,4,3,4,2,4,5,1,5,2,5,1,5,4,2,4
415,21,Female,5,1,5,3,5,1,5,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,1,5,2,5,1,5,5,5,3,1,5,5,3,5,3,3,4,5,4,1,5,1,5,1,5,1,5,5
416,3,Male,5,1,4,5,5,2,5,1,3,2,4,4,5,3,3,4,1,1,1,4,5,5,3,5,1,5,1,5,5,3,5,4,5,2,3,4,2,2,4,5,3,4,5,3,4,1,4,1,3,5
417,59,Female,1,3,2,3,2,2,1,4,2,5,3,3,4,3,2,2,2,1,2,2,4,2,3,4,3,4,2,2,4,2,4,4,4,2,3,3,3,1,4,5,2,1,4,1,4,2,5,1,5,4
418,17,Male,2,4,3,2,2,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,2,3,2,4,2,4,2,4,2,4,4,4,4,4,2,4,4,3,4,4,4,2,4,2,4,2,4,4,4,4
419,15,Female,2,2,3,4,2,4,1,5,1,5,5,3,5,4,1,1,5,4,4,4,4,3,2,5,1,5,2,4,4,3,3,1,5,1,3,1,4,3,3,3,3,1,5,1,4,1,4,2,4,4
420,21,Female,2,3,3,4,2,3,1,2,4,4,5,2,5,2,4,4,5,4,4,3,1,4,3,5,1,4,3,4,5,3,1,5,2,5,1,5,3,4,2,3,4,2,4,1,5,1,4,3,4,5
421,44,Female,1,3,2,4,3,2,1,4,1,4,5,1,5,1,3,5,3,3,4,5,1,3,1,4,2,4,1,3,4,3,4,4,4,4,2,2,3,1,3,4,4,1,4,1,4,2,5,5,4,4
422,26,Female,4,1,5,2,5,1,5,2,5,2,4,3,4,3,1,2,2,3,3,2,2,5,1,4,1,3,1,4,5,5,3,5,4,4,1,5,2,1,2,4,4,1,4,1,4,1,5,4,5,4
423,24,Female,5,1,5,1,5,1,5,5,3,1,2,3,5,5,5,3,2,1,2,1,5,5,2,5,2,5,1,5,5,5,3,4,3,1,4,4,5,1,5,2,1,5,3,1,4,1,4,1,4,4
424,16,Female,1,3,3,4,3,2,2,3,2,4,3,4,4,4,4,2,3,4,2,4,2,3,1,4,2,4,2,4,3,4,2,4,4,4,2,4,2,4,3,4,4,3,5,2,3,1,4,4,5,4
425,46,Female,2,3,2,3,3,3,2,5,1,4,3,3,5,2,3,3,2,1,1,2,2,3,1,4,2,3,3,5,2,4,4,2,5,2,3,2,4,2,3,3,2,2,5,3,4,2,4,3,5,3
426,17,Male,1,5,3,5,1,5,1,5,3,5,1,5,1,5,1,1,1,1,1,1,2,4,2,4,1,2,1,5,1,5,3,5,3,1,1,5,5,1,1,5,3,2,3,1,4,1,5,5,5,5
427,33,Male,2,4,5,5,5,3,1,1,3,3,1,1,5,1,1,1,4,5,1,3,5,3,1,5,1,5,3,3,5,5,3,1,5,1,5,1,3,1,5,4,3,1,5,5,5,1,5,1,3,5
428,21,Female,1,2,3,2,5,1,1,1,5,3,3,2,4,3,4,5,5,5,4,5,3,3,3,4,3,3,3,3,4,3,4,5,4,4,3,1,3,3,5,4,3,3,4,3,4,1,4,4,4,5
429,49,Female,1,1,5,5,3,3,1,5,1,5,1,5,3,1,1,1,3,4,1,1,1,5,1,5,1,5,1,5,4,3,2,1,5,1,5,1,5,1,3,4,1,5,1,1,1,5,1,1,5,3
430,17,Male,4,1,5,2,5,1,4,3,4,1,2,3,2,4,2,2,2,2,2,2,1,5,2,5,2,4,1,4,5,3,3,4,2,3,2,3,1,3,2,5,3,3,5,2,4,1,3,2,5,5
431,17,Male,3,3,5,2,3,3,4,2,4,3,5,5,4,5,5,3,2,1,5,1,3,5,1,4,2,4,2,3,3,5,5,5,4,4,2,5,5,1,2,4,3,2,4,2,5,3,3,1,5,3
432,51,Female,1,5,1,5,1,5,1,5,1,5,4,5,4,1,1,2,1,1,3,5,1,1,1,5,4,5,5,3,5,2,5,1,5,1,5,1,5,1,5,5,5,1,5,1,3,1,4,1,5,5
433,28,Female,1,3,3,5,4,3,3,4,1,3,4,4,4,2,3,2,2,2,2,4,1,3,2,5,2,4,2,4,4,3,4,3,4,2,3,3,3,2,3,3,3,1,5,2,4,2,4,3,4,4
434,15,Female,1,5,3,5,2,2,1,5,4,5,5,5,5,1,4,5,5,5,5,5,2,5,3,5,2,4,1,5,5,4,2,3,5,2,1,3,3,3,2,2,5,1,5,1,5,1,5,5,5,5
435,18,Female,4,1,4,2,4,2,3,4,4,3,5,3,4,2,2,4,5,4,3,4,2,4,4,3,4,5,4,4,4,3,3,4,3,4,1,4,1,3,2,2,5,1,5,1,3,1,5,5,5,4
436,22,Female,2,2,4,3,5,2,4,2,1,3,4,3,4,2,2,1,3,3,2,3,5,5,2,5,1,4,1,5,5,4,5,5,4,3,4,2,5,1,5,5,4,1,5,1,4,1,4,4,5,4
437,27,Male,4,1,5,3,5,2,4,1,3,2,3,3,3,2,3,3,4,3,3,2,3,3,1,3,3,5,2,2,4,3,4,1,4,1,5,1,4,1,5,4,3,2,4,2,4,1,4,1,3,4
438,35,Female,3,4,5,3,2,3,3,4,2,3,2,4,3,3,2,2,2,1,2,2,1,4,1,5,4,5,3,5,4,5,5,2,5,1,5,1,4,3,4,4,2,3,3,2,4,1,4,4,4,3
439,19,Female,3,2,3,2,4,1,3,3,5,3,5,3,3,4,3,4,4,4,2,4,1,4,2,4,2,5,2,4,4,4,2,3,3,5,1,5,3,4,3,3,3,2,4,2,3,1,3,2,5,4
440,18,Male,2,3,2,4,2,4,1,4,4,5,1,5,2,4,2,3,4,4,3,2,5,1,5,1,5,1,5,2,1,1,5,3,5,1,2,4,5,4,5,5,5,1,5,2,5,1,5,5,5,5
441,45,Male,2,2,4,2,5,2,4,2,5,2,2,3,1,2,2,1,1,1,2,2,2,4,2,4,3,2,2,4,4,3,2,5,3,2,1,4,2,3,1,3,4,1,4,1,4,1,5,4,4,5
442,19,Male,2,4,2,4,3,4,2,4,1,5,4,3,4,2,4,4,3,3,4,4,1,4,3,4,2,4,2,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,4,2,3,4,3,3,3,4
443,23,Female,3,2,4,3,4,4,5,3,4,5,4,2,5,2,4,4,3,4,4,3,4,5,1,3,2,3,1,4,4,3,3,4,4,2,3,1,4,3,2,4,3,1,4,2,3,1,4,2,3,3
444,21,Female,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,2,3,1,5,3,5,3,4,4,5,5,3,4,2,3,3,4,3,4,4,5,2,4,2,5,1,4,4,4,5
445,24,Female,3,1,4,4,5,2,4,3,4,2,4,2,4,3,1,3,2,2,2,3,5,4,1,5,2,5,1,4,5,5,4,4,4,3,2,4,5,2,3,4,4,1,3,2,4,2,3,2,4,2
446,26,Female,4,3,4,2,5,2,5,2,4,2,2,4,3,2,4,2,3,3,3,3,1,5,1,4,1,4,1,5,5,4,3,4,5,2,5,3,4,1,3,4,3,2,5,1,5,1,4,2,5,5
447,18,Female,1,5,2,4,1,5,1,4,1,5,2,3,3,2,2,3,4,5,5,3,3,2,3,4,3,3,4,4,4,3,3,2,4,1,3,2,5,3,4,3,4,2,3,1,3,2,4,2,5,3
448,16,Female,3,1,5,2,3,1,2,3,5,4,5,2,4,2,2,2,5,4,3,3,3,2,3,3,2,3,3,3,3,3,4,3,4,2,3,4,4,2,3,4,2,3,4,3,4,1,4,3,3,4
449,16,Female,3,4,3,4,2,5,3,3,4,4,5,2,5,4,4,5,4,5,5,3,4,3,2,5,3,4,3,4,4,3,4,2,4,5,3,5,4,3,4,3,3,3,3,3,3,4,2,3,2,3
450,18,Male,2,4,4,4,2,4,4,3,3,5,4,3,5,1,4,5,3,3,4,5,2,5,2,4,2,5,1,4,3,1,2,5,4,5,1,4,4,4,1,4,3,3,5,1,3,2,3,3,5,5
451,21,Male,2,3,2,3,3,4,3,5,2,4,2,3,4,3,4,4,4,3,3,3,2,3,3,3,3,4,2,3,4,3,2,2,4,3,3,4,5,3,3,3,2,3,4,3,3,2,3,3,4,5
452,17,Female,1,1,4,2,5,1,3,4,4,2,4,2,4,5,3,4,3,3,4,1,5,4,1,3,3,2,3,3,5,3,4,1,3,2,3,3,4,1,5,4,5,3,4,3,4,2,5,5,4,5
453,19,Female,1,4,3,5,1,4,1,5,2,5,2,5,2,4,2,2,2,1,1,1,1,5,1,5,2,3,2,4,4,4,3,4,4,2,1,4,2,2,3,3,3,2,5,2,4,1,4,3,5,5
454,45,Female,4,4,4,3,5,2,3,2,4,3,5,2,5,3,4,3,3,3,3,3,1,5,1,5,1,5,1,5,5,5,4,4,3,1,4,2,3,1,3,4,5,1,5,2,4,1,5,5,5,5
455,33,Female,3,2,5,1,5,1,5,3,4,1,1,4,3,4,1,1,2,1,1,1,1,4,1,5,1,5,1,5,4,5,4,1,5,1,5,1,4,1,4,5,3,1,4,2,5,5,5,3,4,5
456,18,Female,1,5,2,3,1,2,1,4,2,5,2,4,4,3,4,4,3,4,5,2,2,5,2,4,2,4,2,3,4,3,3,2,5,3,3,3,3,2,2,4,3,3,5,2,3,1,3,2,3,5
457,16,Male,3,4,4,3,2,3,2,3,3,4,3,3,4,2,4,3,4,3,4,2,4,3,2,3,1,3,2,2,1,3,2,2,3,3,1,3,1,3,1,5,3,1,5,3,4,1,5,3,5,4
458,18,Male,2,1,4,2,5,1,2,3,4,1,3,4,4,4,3,3,2,1,2,2,1,4,1,5,1,4,2,5,5,4,2,4,5,2,2,4,3,1,3,4,5,2,3,2,5,2,4,5,4,5
459,18,Female,4,1,5,1,5,1,3,2,4,4,3,3,4,1,2,4,2,2,4,1,2,5,4,3,2,3,2,4,4,3,4,2,5,1,2,2,4,4,4,4,4,1,5,1,5,1,3,5,5,4
460,65,Female,2,2,3,4,4,4,3,4,2,5,5,3,4,1,3,4,5,4,3,5,1,4,1,5,1,5,1,4,4,2,3,5,3,5,1,5,4,1,1,3,4,4,2,2,1,5,3,2,4,1
461,19,Female,1,5,2,5,4,4,3,5,2,5,5,4,5,4,4,5,5,5,2,4,1,5,1,5,1,5,1,5,5,5,2,5,2,4,1,5,1,2,2,2,2,2,5,1,2,1,2,3,5,5
462,25,Male,4,2,4,3,4,2,4,3,3,2,2,2,2,4,3,2,2,2,2,2,4,5,3,4,2,3,2,5,5,4,2,2,5,3,2,4,2,2,2,4,4,1,5,2,4,2,4,4,4,5
463,16,Female,4,2,5,3,4,2,5,3,4,4,4,4,4,5,4,3,3,3,4,1,1,5,2,5,1,4,1,4,5,4,3,4,4,3,3,4,4,2,4,3,4,1,5,2,4,1,4,4,5,4
464,34,Female,2,2,4,2,4,2,3,3,4,3,3,3,5,2,2,3,2,2,2,2,1,5,1,5,1,5,1,5,5,5,3,2,4,1,2,1,5,2,5,3,2,2,2,1,3,1,4,1,5,3
465,21,Female,3,3,4,3,5,2,4,3,2,3,4,3,4,3,2,2,1,2,3,3,1,4,2,4,2,4,1,4,4,5,5,2,4,1,4,1,5,2,3,4,4,2,4,2,3,1,5,4,5,3
466,27,Male,3,3,4,3,2,3,2,3,5,5,5,2,4,2,4,3,4,5,5,4,2,4,3,3,3,4,2,4,4,4,4,1,5,2,2,3,4,3,3,4,4,2,5,2,5,2,5,4,4,4
467,16,Female,4,2,4,3,4,3,2,2,4,5,2,3,5,4,2,1,3,1,4,4,3,4,5,3,2,5,3,4,4,5,2,3,5,3,1,5,3,2,3,4,4,2,5,2,5,1,5,5,5,5
468,23,Male,1,3,2,4,1,4,1,4,2,4,3,2,4,2,2,2,4,2,2,2,4,3,1,4,1,4,3,2,4,2,5,4,2,2,3,4,3,2,3,2,2,2,4,4,4,2,5,2,4,4
469,16,Female,4,2,5,2,5,4,5,1,5,1,1,4,1,2,1,1,2,2,5,2,5,4,5,2,5,1,2,2,1,4,4,1,4,5,3,1,3,4,4,3,4,1,4,1,5,2,5,4,4,5
470,25,Female,1,4,1,4,1,2,1,5,1,5,3,3,4,2,1,2,3,2,4,3,5,2,2,1,5,1,4,2,1,4,4,4,5,3,2,4,3,3,3,4,4,2,2,3,5,2,4,4,5,4
471,19,Female,1,5,2,5,2,5,1,5,1,5,2,4,3,4,2,2,3,3,3,4,4,4,2,4,3,4,4,4,2,4,4,4,4,4,3,2,4,3,3,4,4,2,5,4,4,1,5,2,5,5
472,21,Female,1,2,1,1,4,2,1,1,5,5,5,1,5,1,5,5,5,5,5,5,1,2,4,2,4,5,5,2,4,2,1,1,5,2,1,1,5,4,2,2,5,1,5,1,5,1,2,5,5,5
473,51,Male,3,4,4,4,3,3,4,4,1,4,2,5,1,5,2,2,2,1,3,1,1,4,1,4,2,4,2,4,4,3,5,2,4,1,4,2,4,1,4,4,3,2,3,1,4,2,4,1,4,4
474,35,Female,3,2,5,3,5,1,5,5,2,3,4,3,5,4,4,4,2,2,3,1,1,5,1,5,2,5,1,5,5,4,4,2,5,3,4,2,4,2,4,4,4,1,4,2,4,1,4,4,5,4
475,15,Female,3,1,5,1,5,1,1,5,1,5,1,5,1,1,5,1,1,1,5,1,4,4,3,4,1,5,1,5,5,5,1,1,1,5,1,5,1,1,1,1,3,3,5,1,1,1,1,1,1,3
476,3,Female,3,3,4,3,4,2,3,4,4,3,3,3,4,3,2,4,2,2,2,2,1,4,2,5,2,4,2,4,4,4,4,5,5,3,2,3,3,2,3,4,3,4,4,3,4,1,4,3,4,3
477,27,Male,3,2,4,3,4,2,4,3,4,2,3,3,5,2,2,3,4,3,3,2,1,5,4,4,1,4,1,4,4,3,4,4,4,5,3,3,4,3,4,4,4,2,4,2,4,2,4,4,4,4
478,18,Other,1,4,1,3,2,2,4,1,2,5,4,3,3,4,2,2,2,4,4,2,2,5,1,1,5,2,2,2,1,4,4,4,5,2,4,5,5,2,5,5,4,1,5,1,3,1,5,4,4,4
479,54,Male,1,3,1,5,3,5,1,5,1,5,5,5,5,3,5,5,5,3,5,1,1,3,5,3,3,5,3,5,5,3,3,5,3,3,1,5,3,3,3,1,5,5,5,5,4,3,3,1,5,5
480,18,Female,3,4,5,3,4,4,3,3,4,3,4,5,5,2,4,3,4,3,4,2,1,5,1,5,2,5,2,4,5,4,4,2,5,3,5,3,4,3,5,4,3,3,3,3,4,3,4,4,5,4
481,27,Female,4,1,4,3,5,1,4,4,5,2,4,4,5,1,2,2,2,2,4,2,5,5,1,5,1,4,1,5,4,4,4,2,5,4,2,2,4,2,2,4,5,1,5,2,5,1,4,4,5,5
482,26,Female,5,1,5,1,5,1,5,1,2,1,5,4,5,1,4,4,4,4,4,3,1,5,1,5,1,5,1,5,5,5,2,5,4,5,1,5,3,2,2,5,4,2,5,3,5,1,4,4,3,4
483,25,Female,3,2,4,3,4,2,4,2,4,2,4,2,5,4,2,2,2,2,2,1,1,4,1,2,3,4,2,4,1,3,5,1,4,1,4,1,5,1,5,4,3,1,4,1,4,2,5,3,5,5
484,18,Female,4,2,4,3,4,2,4,4,3,5,4,3,4,2,4,3,3,2,5,1,1,5,2,4,1,5,1,4,4,4,2,5,2,3,1,4,4,3,4,4,3,3,4,3,4,2,3,1,5,3
485,39,Female,3,1,4,3,4,1,3,5,3,4,3,3,4,2,3,2,4,3,3,2,1,3,1,4,4,3,4,2,2,2,2,3,5,3,1,2,4,3,1,5,4,1,3,1,5,2,5,4,5,5
486,25,Male,5,1,5,3,5,1,5,1,5,2,2,4,3,1,5,3,5,5,4,3,2,5,4,3,2,4,2,4,5,5,2,4,4,4,1,4,3,2,2,5,4,1,5,2,5,1,4,4,5,5
487,16,Male,3,3,3,4,5,3,3,4,2,4,4,5,4,5,3,3,2,2,2,2,2,4,3,3,3,2,3,4,4,3,2,5,5,5,4,5,2,4,1,5,5,2,2,2,4,2,5,5,5,4
488,41,Male,3,3,4,3,3,1,4,4,3,2,1,4,3,4,1,1,1,1,1,1,1,5,1,4,1,3,1,4,5,5,3,4,5,1,3,2,3,2,2,4,5,1,5,1,5,1,5,4,5,5
489,71,Male,1,2,5,4,5,1,5,5,1,1,1,5,2,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,3,5,1,4,4,5,1,4,4,1,1,1,2,4,4,4,1,4,5
490,22,Male,3,3,3,4,4,3,4,3,3,3,3,2,5,3,5,2,5,4,2,3,1,5,1,4,2,5,1,4,4,4,3,3,4,3,1,3,4,3,3,4,4,1,5,2,5,1,5,3,3,4
491,2,Female,2,2,5,4,4,2,4,2,5,4,2,4,4,4,1,2,2,1,4,1,2,4,5,4,4,4,2,5,4,2,2,4,2,2,1,4,4,4,4,4,4,2,2,1,4,4,4,4,2,2
492,23,Male,2,3,4,3,2,2,2,2,2,3,2,3,4,3,4,3,2,2,2,2,3,4,1,2,3,2,3,3,2,3,3,1,4,1,3,1,4,2,4,4,4,2,3,2,3,2,5,3,3,3
493,17,Male,4,2,4,3,4,2,4,4,5,2,2,5,1,5,2,1,1,1,1,1,2,4,3,4,2,5,2,5,5,4,2,4,4,2,1,5,2,4,2,3,3,3,5,4,2,1,3,2,3,3
494,25,Male,1,1,3,3,5,3,1,5,3,5,4,4,4,3,4,4,4,4,4,3,1,5,1,4,2,5,4,4,4,4,3,4,4,2,2,2,3,3,2,3,3,4,4,3,4,2,4,2,3,3
495,17,Male,4,1,5,2,4,1,5,2,5,2,1,5,2,4,1,2,2,2,2,2,3,5,1,4,2,5,1,4,3,5,5,3,5,3,2,4,3,3,1,3,2,1,5,2,4,1,4,1,5,5
496,24,Male,3,1,4,1,4,4,4,2,3,2,2,3,2,4,4,1,1,1,2,1,2,2,2,4,4,4,2,4,4,4,4,5,3,2,2,2,4,2,2,3,1,4,1,4,4,5,4,1,4,5
497,23,Female,5,1,5,1,5,1,5,3,5,2,2,4,4,3,2,3,2,2,3,1,1,5,2,5,1,5,1,5,5,5,3,4,5,1,3,2,4,2,5,5,3,1,4,1,5,1,5,1,4,5
498,18,Female,4,3,4,3,3,3,3,3,2,4,2,5,3,3,2,3,3,4,2,2,1,5,1,5,1,5,1,4,5,4,2,5,5,4,1,5,2,3,2,3,1,2,5,2,4,1,2,1,3,5
499,17,Female,3,1,4,2,5,1,3,5,3,5,4,3,5,3,4,1,1,1,1,2,1,5,1,5,1,5,1,4,5,1,5,4,3,1,5,2,4,2,5,5,3,2,2,3,3,5,4,2,3,2
500,16,Female,2,5,3,3,2,4,1,4,3,5,2,3,5,1,4,4,3,4,3,5,1,2,2,4,2,4,3,3,4,3,4,3,4,2,3,3,4,2,4,5,4,2,4,3,2,2,4,2,4,3
501,38,Male,1,5,1,5,5,1,3,5,5,1,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,5,5,1,1,1,5,1,5,1,1,5
502,62,Male,4,1,5,1,5,1,5,1,5,2,2,5,1,5,2,1,2,2,2,1,3,5,2,2,3,3,2,3,3,3,5,1,4,2,3,1,4,2,4,3,4,1,5,1,5,1,4,4,5,5
503,18,Male,2,3,3,4,4,4,3,4,3,5,3,2,4,2,4,4,4,4,3,4,4,3,3,3,3,4,3,2,3,2,3,2,4,5,2,4,2,3,2,3,4,3,5,3,4,2,4,4,3,4
504,24,Female,1,3,5,3,3,2,2,4,2,3,3,4,4,3,3,2,3,3,3,2,1,5,2,4,2,5,2,5,4,4,2,3,4,2,2,2,4,1,5,3,3,3,3,3,2,2,3,3,4,2
505,23,Male,2,3,4,3,3,3,3,5,4,5,2,4,3,3,3,4,1,3,4,2,3,5,4,5,5,4,3,3,4,4,3,4,3,3,4,2,3,4,3,4,4,1,4,1,4,1,4,4,5,5
506,25,Male,3,4,2,5,3,3,3,3,1,4,5,1,5,3,3,4,3,5,4,3,3,1,3,4,2,4,2,3,1,3,2,4,5,3,3,2,5,3,4,3,4,2,5,3,3,1,2,3,4,3
507,47,Female,1,3,2,5,2,4,1,4,1,4,4,2,5,1,5,5,4,4,4,5,1,4,2,5,2,5,1,4,5,3,3,2,4,3,3,4,4,3,3,3,4,3,5,3,3,2,3,3,4,3
508,38,Male,4,1,4,1,5,1,3,2,4,1,2,3,4,3,2,2,2,2,2,3,4,5,2,2,1,3,1,2,5,3,4,2,4,1,3,4,3,1,2,5,5,1,5,2,5,1,4,3,5,4
509,3,Female,4,1,5,2,5,1,5,2,5,1,4,1,5,5,4,2,1,1,3,1,1,5,1,3,1,4,1,5,5,5,5,1,5,5,5,1,4,1,4,5,3,1,5,1,5,1,5,5,5,5
510,3,Male,3,4,2,4,1,4,2,1,3,5,2,5,5,4,2,2,5,5,1,3,4,4,2,4,5,5,2,5,5,5,2,2,5,3,3,1,3,5,2,2,2,1,3,1,2,1,5,4,2,3
511,2,Female,1,2,5,2,4,2,5,4,1,5,3,4,5,1,1,2,5,5,3,3,1,5,1,5,1,4,1,5,4,3,3,5,5,4,4,1,5,1,5,5,4,1,4,1,3,4,4,4,3,3
512,27,Female,4,2,5,1,5,1,5,2,4,4,2,3,4,5,1,2,3,2,4,1,1,5,3,5,1,4,1,3,5,4,3,5,5,3,1,4,5,1,2,1,3,1,5,1,5,2,5,2,5,5
513,14,Female,5,1,3,2,5,1,5,2,5,2,5,5,5,3,3,3,2,2,2,3,4,4,5,3,4,2,4,3,2,5,2,1,4,2,1,4,3,5,3,5,5,4,5,4,5,1,4,3,5,5
514,52,Male,4,2,5,1,5,1,5,3,3,1,1,5,2,4,2,1,2,1,2,2,1,4,2,5,1,4,1,5,4,5,4,1,5,1,2,1,4,1,4,5,3,2,2,2,5,2,4,2,4,4
